% Conditionele overschrijdingskans zeewaterstand Maasmond 1985, per windrichting, voor getijperioden.
% Door: 	Chris Geerse
% Project:	PR3140.10
% Datum:	oktober 2015
%
%m+NAP  ZW              WZW             W               WNW             NW              NNW             N
0.80	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00
0.90	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00
1.00	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00
1.10	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00	1.000E+00	6.607E-01
1.20	1.000E+00	1.000E+00	1.000E+00	1.000E+00	9.079E-01	7.623E-01	4.016E-01
1.30	7.664E-01	9.739E-01	1.000E+00	1.000E+00	6.141E-01	4.985E-01	2.448E-01
1.40	3.335E-01	5.111E-01	8.047E-01	8.079E-01	4.156E-01	3.269E-01	1.499E-01
1.50	1.442E-01	2.659E-01	4.840E-01	5.167E-01	2.826E-01	2.155E-01	9.230E-02
1.60	6.229E-02	1.386E-01	2.912E-01	3.307E-01	1.932E-01	1.428E-01	5.711E-02
1.70	2.694E-02	7.256E-02	1.759E-01	2.124E-01	1.327E-01	9.517E-02	3.552E-02
1.80	1.168E-02	3.816E-02	1.068E-01	1.370E-01	9.168E-02	6.373E-02	2.220E-02
1.90	5.070E-03	2.017E-02	6.511E-02	8.872E-02	6.363E-02	4.289E-02	1.394E-02
2.00	2.207E-03	1.071E-02	3.991E-02	5.771E-02	4.437E-02	2.900E-02	8.797E-03
2.10	9.631E-04	5.714E-03	2.458E-02	3.770E-02	3.108E-02	1.969E-02	5.576E-03
2.20	4.216E-04	3.063E-03	1.521E-02	2.473E-02	2.186E-02	1.343E-02	3.550E-03
2.30	1.851E-04	1.650E-03	9.455E-03	1.628E-02	1.544E-02	9.198E-03	2.269E-03
2.40	8.159E-05	8.927E-04	5.903E-03	1.076E-02	1.094E-02	6.323E-03	1.457E-03
2.50	3.610E-05	4.851E-04	3.701E-03	7.135E-03	7.784E-03	4.363E-03	9.385E-04
2.60	1.604E-05	2.648E-04	2.330E-03	4.748E-03	5.557E-03	3.021E-03	6.070E-04
2.70	7.159E-06	1.451E-04	1.472E-03	3.170E-03	3.980E-03	2.098E-03	3.941E-04
2.80	3.211E-06	7.984E-05	9.336E-04	2.124E-03	2.860E-03	1.463E-03	2.567E-04
2.90	1.448E-06	4.410E-05	5.942E-04	1.427E-03	2.061E-03	1.023E-03	1.678E-04
3.00	6.563E-07	2.445E-05	3.795E-04	9.613E-04	1.490E-03	7.170E-04	1.100E-04
3.10	2.992E-07	1.360E-05	2.431E-04	6.496E-04	1.080E-03	5.042E-04	7.238E-05
3.20	1.372E-07	7.596E-06	1.562E-04	4.402E-04	7.848E-04	3.556E-04	4.775E-05
3.30	6.331E-08	4.256E-06	1.007E-04	2.991E-04	5.718E-04	2.514E-04	3.160E-05
3.40	2.938E-08	2.392E-06	6.511E-05	2.037E-04	4.177E-04	1.782E-04	2.097E-05
3.50	1.372E-08	1.348E-06	4.221E-05	1.391E-04	3.058E-04	1.266E-04	1.395E-05
3.60	6.446E-09	7.625E-07	2.743E-05	9.523E-05	2.244E-04	9.021E-05	9.310E-06
3.70	3.046E-09	4.324E-07	1.788E-05	6.534E-05	1.651E-04	6.441E-05	6.227E-06
3.80	1.447E-09	2.458E-07	1.168E-05	4.494E-05	1.217E-04	4.609E-05	4.175E-06
3.90	6.915E-10	1.402E-07	7.647E-06	3.098E-05	8.988E-05	3.305E-05	2.806E-06
4.00	3.321E-10	8.011E-08	5.019E-06	2.140E-05	6.652E-05	2.375E-05	1.890E-06
4.10	1.602E-10	4.590E-08	3.301E-06	1.481E-05	4.933E-05	1.711E-05	1.276E-06
4.20	7.768E-11	2.636E-08	2.176E-06	1.027E-05	3.665E-05	1.234E-05	8.633E-07
4.30	3.781E-11	1.517E-08	1.438E-06	7.142E-06	2.728E-05	8.924E-06	5.853E-07
4.40	1.847E-11	8.752E-09	9.516E-07	4.974E-06	2.035E-05	6.464E-06	3.976E-07
4.50	9.059E-12	5.059E-09	6.311E-07	3.471E-06	1.520E-05	4.691E-06	2.706E-07
4.60	4.457E-12	2.930E-09	4.194E-07	2.426E-06	1.137E-05	3.410E-06	1.845E-07
4.70	2.199E-12	1.700E-09	2.792E-07	1.699E-06	8.524E-06	2.483E-06	1.261E-07
4.80	1.088E-12	9.885E-10	1.862E-07	1.192E-06	6.399E-06	1.811E-06	8.627E-08
4.90	5.393E-13	5.757E-10	1.244E-07	8.380E-07	4.812E-06	1.323E-06	5.914E-08
5.00	2.680E-13	3.359E-10	8.324E-08	5.900E-07	3.623E-06	9.685E-07	4.061E-08
5.10	1.334E-13	1.963E-10	5.580E-08	4.161E-07	2.733E-06	7.099E-07	2.793E-08
5.20	6.650E-14	1.149E-10	3.747E-08	2.939E-07	2.064E-06	5.211E-07	1.924E-08
5.30	3.320E-14	6.735E-11	2.520E-08	2.080E-07	1.561E-06	3.831E-07	1.327E-08
5.40	1.665E-14	3.954E-11	1.697E-08	1.474E-07	1.182E-06	2.821E-07	9.168E-09
5.50	8.438E-15	2.325E-11	1.145E-08	1.046E-07	8.965E-07	2.080E-07	6.343E-09
5.60	4.108E-15	1.369E-11	7.734E-09	7.435E-08	6.808E-07	1.536E-07	4.395E-09
5.70	2.109E-15	8.071E-12	5.232E-09	5.293E-08	5.177E-07	1.135E-07	3.049E-09
5.80	0.000E+00	4.764E-12	3.545E-09	3.774E-08	3.941E-07	8.405E-08	2.118E-09
5.90	0.000E+00	2.816E-12	2.405E-09	2.694E-08	3.004E-07	6.230E-08	1.473E-09
6.00	0.000E+00	1.667E-12	1.634E-09	1.926E-08	2.293E-07	4.624E-08	1.026E-09
